section,a1,a2,a3,a4,a5,a6,a7
ROLES,supabase_storage_admin,true,false,true,false,false,false
SCHEMAS,auth,null,null,null,null,null,null
SCHEMAS,graphql,null,null,null,null,null,null
SCHEMAS,graphql_public,null,null,null,null,null,null
SCHEMAS,pg_temp_1,null,null,null,null,null,null
SCHEMAS,pg_temp_11,null,null,null,null,null,null
SCHEMAS,pg_temp_12,null,null,null,null,null,null
SCHEMAS,pg_temp_13,null,null,null,null,null,null
SCHEMAS,pg_temp_18,null,null,null,null,null,null
SCHEMAS,pg_temp_21,null,null,null,null,null,null
SCHEMAS,pg_temp_22,null,null,null,null,null,null
SCHEMAS,pg_temp_24,null,null,null,null,null,null
SCHEMAS,pg_temp_25,null,null,null,null,null,null
SCHEMAS,pg_temp_26,null,null,null,null,null,null
SCHEMAS,pg_temp_33,null,null,null,null,null,null
SCHEMAS,pg_temp_35,null,null,null,null,null,null
SCHEMAS,pg_temp_44,null,null,null,null,null,null
SCHEMAS,pg_temp_50,null,null,null,null,null,null
SCHEMAS,pg_temp_6,null,null,null,null,null,null
SCHEMAS,pg_temp_7,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_1,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_11,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_12,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_13,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_18,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_21,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_22,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_24,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_25,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_26,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_33,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_35,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_44,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_50,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_6,null,null,null,null,null,null
SCHEMAS,pg_toast_temp_7,null,null,null,null,null,null
SCHEMAS,pgbouncer,null,null,null,null,null,null
SCHEMAS,public,null,null,null,null,null,null
SCHEMAS,realtime,null,null,null,null,null,null
SCHEMAS,storage,null,null,null,null,null,null
SCHEMAS,vault,null,null,null,null,null,null
TABLE_GRANTS,auth,audit_log_entries,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,audit_log_entries,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,flow_state,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,identities,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,instances,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_amr_claims,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_challenges,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,mfa_factors,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,SELECT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_authorizations,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_client_states,postgres,SELECT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,SELECT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_clients,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,SELECT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,oauth_consents,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,one_time_tokens,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,refresh_tokens,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_providers,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,saml_relay_states,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,schema_migrations,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sessions,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_domains,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,sso_providers,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,TRIGGER,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,SELECT,YES,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,INSERT,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,REFERENCES,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,TRUNCATE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,DELETE,NO,supabase_auth_admin,null
TABLE_GRANTS,auth,users,postgres,UPDATE,NO,supabase_auth_admin,null
TABLE_GRANTS,public,category_templates,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,category_templates,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,category_templates,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,category_templates,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,category_templates,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,category_templates,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,global_templates,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,global_templates,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,global_templates,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,global_templates,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,global_templates,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,group_memberships,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_memberships,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_templates,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,group_templates,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,group_templates,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,group_templates,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,groups,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,groups,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,groups,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,groups,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,groups,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,groups,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,groups,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,groups,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,groups,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,groups,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,groups,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,groups,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,roles,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,roles,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,roles,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,roles,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,roles,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,roles,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,roles,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,roles,authenticated,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,roles,postgres,SELECT,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,UPDATE,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,DELETE,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,TRUNCATE,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,REFERENCES,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,INSERT,YES,postgres,null
TABLE_GRANTS,public,roles,postgres,TRIGGER,YES,postgres,null
TABLE_GRANTS,public,roles,service_role,INSERT,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,SELECT,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,UPDATE,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,DELETE,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,roles,service_role,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,INSERT,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,SELECT,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,UPDATE,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,DELETE,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,template_categories,anon,TRIGGER,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,UPDATE,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,INSERT,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,SELECT,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,DELETE,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,TRUNCATE,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,REFERENCES,NO,postgres,null
TABLE_GRANTS,public,template_categories,authenticated,TRIGGER,NO,postgres,null
